time,sst
1939-11-01,21.100306
1939-12-01,22.23276
1940-01-01,22.65255
1940-02-01,22.779102
1940-03-01,22.692406
1940-04-01,22.470978
1940-05-01,21.393799
1940-06-01,20.32971
1940-07-01,19.825005
1940-08-01,19.466875
1940-09-01,19.702995
1940-10-01,20.163319
1940-11-01,21.242136
1940-12-01,22.18647
1941-01-01,23.103111
1941-02-01,23.142763
1941-03-01,23.110315
1941-04-01,22.898779
1941-05-01,22.02313
1941-06-01,21.317787
1941-07-01,20.195986
1941-08-01,19.678278
1941-09-01,19.879272
1941-10-01,20.598558
1941-11-01,21.316664
1941-12-01,22.506693
1942-01-01,23.200722
1942-02-01,23.355247
1942-03-01,23.202368
1942-04-01,22.936838
1942-05-01,22.314425
1942-06-01,21.190636
1942-07-01,20.17448
1942-08-01,19.8012
1942-09-01,20.245138
1942-10-01,20.808912
1942-11-01,21.591835
1942-12-01,22.674791
1943-01-01,23.026592
1943-02-01,23.123552
1943-03-01,22.946808
1943-04-01,22.494108
1943-05-01,21.642708
1943-06-01,20.732922
1943-07-01,20.006401
1943-08-01,19.66474
1943-09-01,20.135912
1943-10-01,20.660072
1943-11-01,21.722954
1943-12-01,22.614204
1944-01-01,22.983315
1944-02-01,23.141565
1944-03-01,22.873323
1944-04-01,22.382923
1944-05-01,21.63377
1944-06-01,20.698822
1944-07-01,19.838263
1944-08-01,19.43427
1944-09-01,19.738811
1944-10-01,20.535334
1944-11-01,21.54781
1944-12-01,22.25154
1945-01-01,22.941591
1945-02-01,23.289112
1945-03-01,23.115608
1945-04-01,22.635597
1945-05-01,21.953892
1945-06-01,20.900282
1945-07-01,20.195963
1945-08-01,20.047647
1945-09-01,20.453394
1945-10-01,20.865923
1945-11-01,21.773561
1945-12-01,22.859634
1946-01-01,23.558586
1946-02-01,23.491285
1946-03-01,23.559523
1946-04-01,23.224129
1946-05-01,22.138037
1946-06-01,20.445885
1946-07-01,19.610022
1946-08-01,19.128654
1946-09-01,19.267115
1946-10-01,19.924479
1946-11-01,20.925697
1946-12-01,21.804956
1947-01-01,22.677662
1947-02-01,23.073645
1947-03-01,23.043861
1947-04-01,22.663958
1947-05-01,21.677193
1947-06-01,20.447937
1947-07-01,19.884743
1947-08-01,19.620338
1947-09-01,19.525414
1947-10-01,19.96339
1947-11-01,21.065056
1947-12-01,21.939503
1948-01-01,22.755013
1948-02-01,23.195305
1948-03-01,23.010214
1948-04-01,22.484026
1948-05-01,21.278404
1948-06-01,20.198414
1948-07-01,19.547346
1948-08-01,19.230177
1948-09-01,19.309713
1948-10-01,20.023653
1948-11-01,20.899908
1948-12-01,21.665358
1949-01-01,22.45256
1949-02-01,22.613049
1949-03-01,22.623583
1949-04-01,21.995867
1949-05-01,21.121363
1949-06-01,20.290154
1949-07-01,19.586847
1949-08-01,19.251358
1949-09-01,19.579365
1949-10-01,20.168123
1949-11-01,21.26224
1949-12-01,22.09316
1950-01-01,22.713524
1950-02-01,23.143156
1950-03-01,23.108658
1950-04-01,22.76258
1950-05-01,22.014948
1950-06-01,21.139183
1950-07-01,20.223288
1950-08-01,19.985106
1950-09-01,20.019129
1950-10-01,20.58924
1950-11-01,21.427359
1950-12-01,22.06383
1951-01-01,22.874187
1951-02-01,23.215565
1951-03-01,22.961481
1951-04-01,22.330215
1951-05-01,21.443575
1951-06-01,20.707668
1951-07-01,19.985594
1951-08-01,19.402193
1951-09-01,19.66819
1951-10-01,20.29585
1951-11-01,21.053965
1951-12-01,22.215948
1952-01-01,22.902647
1952-02-01,23.073732
1952-03-01,22.964516
1952-04-01,22.46738
1952-05-01,21.53192
1952-06-01,20.494513
1952-07-01,19.792137
1952-08-01,19.545794
1952-09-01,19.646559
1952-10-01,20.403313
1952-11-01,21.257692
1952-12-01,21.879936
1953-01-01,22.498247
1953-02-01,23.086252
1953-03-01,23.084686
1953-04-01,22.696583
1953-05-01,21.611782
1953-06-01,20.692606
1953-07-01,19.782457
1953-08-01,19.338905
1953-09-01,19.425108
1953-10-01,20.149424
1953-11-01,21.206947
1953-12-01,22.084702
1954-01-01,22.74126
1954-02-01,23.201984
1954-03-01,23.143414
1954-04-01,22.44351
1954-05-01,21.442686
1954-06-01,20.459078
1954-07-01,19.827631
1954-08-01,19.426512
1954-09-01,19.53333
1954-10-01,20.29771
1954-11-01,21.339418
1954-12-01,22.163555
1955-01-01,23.092823
1955-02-01,23.335604
1955-03-01,23.069262
1955-04-01,22.658648
1955-05-01,21.692415
1955-06-01,20.79822
1955-07-01,20.028473
1955-08-01,19.699154
1955-09-01,19.831652
1955-10-01,20.44268
1955-11-01,21.16299
1955-12-01,22.175316
1956-01-01,23.03514
1956-02-01,23.43482
1956-03-01,23.431377
1956-04-01,22.851715
1956-05-01,22.026579
1956-06-01,20.876986
1956-07-01,20.093882
1956-08-01,19.682314
1956-09-01,19.82853
1956-10-01,20.36012
1956-11-01,21.307825
1956-12-01,22.06704
1957-01-01,22.756754
1957-02-01,23.053568
1957-03-01,22.97337
1957-04-01,22.481798
1957-05-01,21.740244
1957-06-01,20.788103
1957-07-01,19.898174
1957-08-01,19.552565
1957-09-01,19.605537
1957-10-01,20.282478
1957-11-01,21.418232
1957-12-01,22.28905
1958-01-01,23.070662
1958-02-01,23.500633
1958-03-01,23.395819
1958-04-01,22.78909
1958-05-01,21.886854
1958-06-01,20.963066
1958-07-01,20.18079
1958-08-01,19.81577
1958-09-01,19.90454
1958-10-01,20.458351
1958-11-01,21.357199
1958-12-01,22.386711
1959-01-01,23.03934
1959-02-01,23.402748
1959-03-01,23.406588
1959-04-01,22.760277
1959-05-01,22.029102
1959-06-01,20.8417
1959-07-01,20.198902
1959-08-01,19.796295
1959-09-01,19.96291
1959-10-01,20.509964
1959-11-01,21.738873
1959-12-01,22.538006
1960-01-01,23.222954
1960-02-01,23.252901
1960-03-01,23.158575
1960-04-01,22.640669
1960-05-01,21.755072
1960-06-01,20.706682
1960-07-01,19.871307
1960-08-01,19.45126
1960-09-01,19.74715
1960-10-01,20.452065
1960-11-01,21.48503
1960-12-01,22.430206
1961-01-01,23.40282
1961-02-01,23.970013
1961-03-01,23.653831
1961-04-01,23.035423
1961-05-01,22.030426
1961-06-01,20.949171
1961-07-01,19.975714
1961-08-01,19.532763
1961-09-01,19.781086
1961-10-01,20.666933
1961-11-01,21.68419
1961-12-01,22.658178
1962-01-01,23.521027
1962-02-01,23.631395
1962-03-01,23.446043
1962-04-01,22.943052
1962-05-01,22.04771
1962-06-01,21.151232
1962-07-01,20.33652
1962-08-01,19.816149
1962-09-01,19.917738
1962-10-01,20.535383
1962-11-01,21.49092
1962-12-01,22.389467
1963-01-01,23.114828
1963-02-01,23.442322
1963-03-01,23.483467
1963-04-01,22.928652
1963-05-01,22.144932
1963-06-01,21.039248
1963-07-01,19.99268
1963-08-01,19.711426
1963-09-01,19.894407
1963-10-01,20.535398
1963-11-01,21.40588
1963-12-01,22.432188
1964-01-01,23.015009
1964-02-01,23.256237
1964-03-01,23.134762
1964-04-01,22.795658
1964-05-01,22.02603
1964-06-01,21.19348
1964-07-01,20.294502
1964-08-01,19.772917
1964-09-01,19.9187
1964-10-01,20.555153
1964-11-01,21.274117
1964-12-01,21.919712
1965-01-01,22.657629
1965-02-01,23.092655
1965-03-01,22.810835
1965-04-01,22.398094
1965-05-01,21.692421
1965-06-01,20.756046
1965-07-01,19.583656
1965-08-01,19.29123
1965-09-01,19.655811
1965-10-01,20.159874
1965-11-01,21.048302
1965-12-01,22.198053
1966-01-01,22.975206
1966-02-01,23.402721
1966-03-01,23.369024
1966-04-01,22.696362
1966-05-01,21.684578
1966-06-01,20.53502
1966-07-01,19.748758
1966-08-01,19.277748
1966-09-01,19.67341
1966-10-01,20.245716
1966-11-01,21.330547
1966-12-01,22.179699
1967-01-01,22.779398
1967-02-01,23.080841
1967-03-01,23.03325
1967-04-01,22.52736
1967-05-01,21.84816
1967-06-01,20.928848
1967-07-01,19.95001
1967-08-01,19.743519
1967-09-01,19.863226
1967-10-01,20.638533
1967-11-01,21.45442
1967-12-01,22.198462
1968-01-01,22.830513
1968-02-01,23.093649
1968-03-01,23.166199
1968-04-01,22.686155
1968-05-01,21.845966
1968-06-01,20.87214
1968-07-01,19.981611
1968-08-01,19.630257
1968-09-01,19.807293
1968-10-01,20.37911
1968-11-01,21.295887
1968-12-01,22.19758
1969-01-01,22.840752
1969-02-01,23.201708
1969-03-01,23.396418
1969-04-01,22.940609
1969-05-01,22.05867
1969-06-01,21.060333
1969-07-01,20.215721
1969-08-01,19.822731
1969-09-01,19.925713
1969-10-01,20.4656
1969-11-01,21.63951
1969-12-01,22.478868
1970-01-01,23.270103
1970-02-01,23.515179
1970-03-01,23.664198
1970-04-01,23.090055
1970-05-01,22.014906
1970-06-01,20.943794
1970-07-01,20.232092
1970-08-01,19.860842
1970-09-01,20.042788
1970-10-01,20.803377
1970-11-01,21.771626
1970-12-01,22.609917
1971-01-01,23.372772
1971-02-01,23.695711
1971-03-01,23.556873
1971-04-01,22.878857
1971-05-01,21.793398
1971-06-01,20.877169
1971-07-01,20.106834
1971-08-01,19.823526
1971-09-01,20.000175
1971-10-01,20.70262
1971-11-01,21.493773
1971-12-01,22.183123
1972-01-01,23.080208
1972-02-01,23.62715
1972-03-01,23.289955
1972-04-01,22.704496
1972-05-01,21.762344
1972-06-01,20.702415
1972-07-01,19.950792
1972-08-01,19.658825
1972-09-01,19.930122
1972-10-01,20.550493
1972-11-01,21.639765
1972-12-01,22.735731
1973-01-01,23.620943
1973-02-01,23.832092
1973-03-01,23.66338
1973-04-01,23.116508
1973-05-01,22.137087
1973-06-01,21.230934
1973-07-01,20.550243
1973-08-01,20.371077
1973-09-01,20.434725
1973-10-01,20.962725
1973-11-01,21.95006
1973-12-01,22.786924
1974-01-01,23.228558
1974-02-01,23.382435
1974-03-01,23.458467
1974-04-01,23.093454
1974-05-01,22.389305
1974-06-01,21.258537
1974-07-01,20.480917
1974-08-01,20.008673
1974-09-01,20.276834
1974-10-01,20.763275
1974-11-01,21.581085
1974-12-01,22.293474
1975-01-01,22.873863
1975-02-01,23.417225
1975-03-01,23.266481
1975-04-01,22.798319
1975-05-01,22.191236
1975-06-01,21.011063
1975-07-01,20.472876
1975-08-01,20.1764
1975-09-01,20.568178
1975-10-01,21.023043
1975-11-01,21.807714
1975-12-01,22.593315
1976-01-01,23.164787
1976-02-01,23.369074
1976-03-01,23.43052
1976-04-01,22.95348
1976-05-01,21.9601
1976-06-01,20.995144
1976-07-01,20.21071
1976-08-01,19.854944
1976-09-01,19.864513
1976-10-01,20.67119
1976-11-01,21.636961
1976-12-01,22.48326
1977-01-01,23.315435
1977-02-01,23.663652
1977-03-01,23.325226
1977-04-01,22.9216
1977-05-01,22.071173
1977-06-01,20.814758
1977-07-01,19.870304
1977-08-01,19.65988
1977-09-01,19.833433
1977-10-01,20.417305
1977-11-01,21.464872
1977-12-01,22.451952
1978-01-01,23.247755
1978-02-01,23.496931
1978-03-01,23.706097
1978-04-01,23.269215
1978-05-01,22.431849
1978-06-01,21.530724
1978-07-01,20.46549
1978-08-01,19.959423
1978-09-01,20.04143
1978-10-01,20.425694
1978-11-01,21.746693
1978-12-01,22.648432
1979-01-01,23.228905
1979-02-01,23.491156
1979-03-01,23.406849
1979-04-01,22.924047
1979-05-01,22.142641
1979-06-01,21.100817
1979-07-01,20.186045
1979-08-01,19.739819
1979-09-01,19.796713
1979-10-01,20.776056
1979-11-01,21.819435
1979-12-01,22.568884
1980-01-01,23.171654
1980-02-01,23.235893
1980-03-01,23.308064
1980-04-01,22.880507
1980-05-01,22.205078
1980-06-01,21.146593
1980-07-01,20.314983
1980-08-01,19.821257
1980-09-01,19.978333
1980-10-01,20.670372
1980-11-01,21.699865
1980-12-01,22.655882
1981-01-01,23.362
1981-02-01,23.649084
1981-03-01,23.495424
1981-04-01,23.147373
1981-05-01,22.271183
1981-06-01,21.313366
1981-07-01,20.49397
1981-08-01,19.876179
1981-09-01,20.122835
1981-10-01,20.869291
1981-11-01,21.594282
1981-12-01,22.451845
1982-01-01,23.139439
1982-02-01,23.447527
1982-03-01,23.315144
1982-04-01,22.827084
1982-05-01,21.96338
1982-06-01,20.808968
1982-07-01,19.927778
1982-08-01,19.645756
1982-09-01,19.834026
1982-10-01,20.33265
1982-11-01,21.44748
1982-12-01,22.67678
1983-01-01,23.286573
1983-02-01,23.691925
1983-03-01,23.714863
1983-04-01,23.28781
1983-05-01,22.317507
1983-06-01,21.282299
1983-07-01,20.286905
1983-08-01,19.982695
1983-09-01,20.301416
1983-10-01,21.10042
1983-11-01,21.91843
1983-12-01,22.484938
1984-01-01,23.2899
1984-02-01,23.6001
1984-03-01,23.284473
1984-04-01,22.881557
1984-05-01,22.148397
1984-06-01,21.134148
1984-07-01,20.311487
1984-08-01,19.96422
1984-09-01,20.15681
1984-10-01,20.813515
1984-11-01,21.990602
1984-12-01,22.574194
1985-01-01,23.159676
1985-02-01,23.617693
1985-03-01,23.546991
1985-04-01,23.298922
1985-05-01,22.457308
1985-06-01,21.485949
1985-07-01,20.431595
1985-08-01,19.880926
1985-09-01,20.240095
1985-10-01,20.916172
1985-11-01,21.95201
1985-12-01,22.936205
1986-01-01,23.44358
1986-02-01,23.421328
1986-03-01,23.443789
1986-04-01,22.973215
1986-05-01,22.237835
1986-06-01,21.192774
1986-07-01,20.496315
1986-08-01,19.994179
1986-09-01,20.074293
1986-10-01,20.76659
1986-11-01,21.494553
1986-12-01,22.225828
1987-01-01,22.99906
1987-02-01,22.96777
1987-03-01,22.994524
1987-04-01,22.67613
1987-05-01,21.99132
1987-06-01,21.115614
1987-07-01,20.354517
1987-08-01,19.911638
1987-09-01,20.117933
1987-10-01,20.704271
1987-11-01,21.7786
1987-12-01,22.41347
1988-01-01,23.365795
1988-02-01,23.883665
1988-03-01,23.794588
1988-04-01,23.464125
1988-05-01,22.728489
1988-06-01,21.752943
1988-07-01,20.814922
1988-08-01,20.4588
1988-09-01,20.709301
1988-10-01,21.379065
1988-11-01,22.084282
1988-12-01,22.67396
1989-01-01,23.555004
1989-02-01,23.810688
1989-03-01,23.79485
1989-04-01,23.380507
1989-05-01,22.653236
1989-06-01,21.615038
1989-07-01,20.891348
1989-08-01,20.45355
1989-09-01,20.483522
1989-10-01,21.00519
1989-11-01,21.996893
1989-12-01,22.77816
1990-01-01,23.308006
1990-02-01,23.910439
1990-03-01,23.825031
1990-04-01,23.512432
1990-05-01,22.57174
1990-06-01,21.518927
1990-07-01,20.61309
1990-08-01,20.046972
1990-09-01,20.062414
1990-10-01,20.827349
1990-11-01,21.915565
1990-12-01,22.856983
1991-01-01,23.348366
1991-02-01,23.39912
1991-03-01,23.385542
1991-04-01,22.936146
1991-05-01,22.162071
1991-06-01,21.324928
1991-07-01,20.49403
1991-08-01,20.007093
1991-09-01,20.085194
1991-10-01,20.67702
1991-11-01,21.386433
1991-12-01,22.412283
1992-01-01,23.092344
1992-02-01,23.64351
1992-03-01,23.616234
1992-04-01,23.15741
1992-05-01,22.391493
1992-06-01,21.372316
1992-07-01,20.466717
1992-08-01,20.057745
1992-09-01,20.203184
1992-10-01,20.552664
1992-11-01,21.577217
1992-12-01,22.519712
1993-01-01,23.321436
1993-02-01,23.28479
1993-03-01,23.2586
1993-04-01,22.724709
1993-05-01,22.091127
1993-06-01,21.102678
1993-07-01,20.244997
1993-08-01,19.956968
1993-09-01,20.069069
1993-10-01,20.572071
1993-11-01,21.56649
1993-12-01,22.417732
1994-01-01,22.937336
1994-02-01,23.40221
1994-03-01,23.27374
1994-04-01,22.963469
1994-05-01,22.225224
1994-06-01,21.172178
1994-07-01,20.256565
1994-08-01,19.923359
1994-09-01,19.9242
1994-10-01,20.531816
1994-11-01,21.70262
1994-12-01,22.705378
1995-01-01,23.27073
1995-02-01,23.686857
1995-03-01,23.448597
1995-04-01,22.847395
1995-05-01,22.117414
1995-06-01,21.127195
1995-07-01,20.346132
1995-08-01,20.006447
1995-09-01,20.205873
1995-10-01,20.829794
1995-11-01,21.91762
1995-12-01,22.498165
1996-01-01,23.37555
1996-02-01,23.724016
1996-03-01,23.494642
1996-04-01,23.11249
1996-05-01,22.13656
1996-06-01,21.284855
1996-07-01,20.55107
1996-08-01,20.176971
1996-09-01,20.325676
1996-10-01,20.95941
1996-11-01,21.8221
1996-12-01,22.661798
1997-01-01,23.214527
1997-02-01,23.582314
1997-03-01,23.426888
1997-04-01,22.823256
1997-05-01,22.135168
1997-06-01,21.214619
1997-07-01,20.220797
1997-08-01,19.810936
1997-09-01,19.941065
1997-10-01,20.71216
1997-11-01,21.69647
1997-12-01,23.048717
1998-01-01,23.541634
1998-02-01,24.037714
1998-03-01,23.918745
1998-04-01,23.429482
1998-05-01,22.585068
1998-06-01,21.757736
1998-07-01,21.073982
1998-08-01,20.679878
1998-09-01,20.8009
1998-10-01,21.349947
1998-11-01,22.06646
1998-12-01,22.757109
1999-01-01,23.636213
1999-02-01,23.963978
1999-03-01,24.040682
1999-04-01,23.556042
1999-05-01,22.455608
1999-06-01,21.477858
1999-07-01,20.725767
1999-08-01,20.177404
1999-09-01,20.38692
1999-10-01,21.242098
1999-11-01,22.081161
1999-12-01,22.869905
2000-01-01,23.451881
2000-02-01,23.860695
2000-03-01,23.634417
2000-04-01,23.351728
2000-05-01,22.443642
2000-06-01,21.12805
2000-07-01,20.34955
2000-08-01,20.082903
2000-09-01,20.461092
2000-10-01,21.159937
2000-11-01,22.19021
2000-12-01,22.871895
2001-01-01,23.593395
2001-02-01,23.917175
2001-03-01,23.820477
2001-04-01,23.280348
2001-05-01,22.45032
2001-06-01,21.511717
2001-07-01,20.721191
2001-08-01,20.358513
2001-09-01,20.452314
2001-10-01,21.090044
2001-11-01,21.933046
2001-12-01,22.623823
2002-01-01,23.364912
2002-02-01,23.579277
2002-03-01,23.609314
2002-04-01,23.392939
2002-05-01,22.693314
2002-06-01,21.553123
2002-07-01,20.4955
2002-08-01,20.083925
2002-09-01,20.184278
2002-10-01,20.926008
2002-11-01,21.80821
2002-12-01,22.917372
2003-01-01,23.450377
2003-02-01,23.954773
2003-03-01,23.732117
2003-04-01,23.355278
2003-05-01,22.60364
2003-06-01,21.595856
2003-07-01,20.570671
2003-08-01,20.205769
2003-09-01,20.295631
2003-10-01,20.909986
2003-11-01,21.741577
2003-12-01,22.581465
2004-01-01,23.278755
2004-02-01,23.600414
2004-03-01,23.460735
2004-04-01,23.046913
2004-05-01,22.340628
2004-06-01,21.1772
2004-07-01,20.24337
2004-08-01,19.853094
2004-09-01,20.007727
2004-10-01,20.826904
2004-11-01,21.817865
2004-12-01,22.83296
2005-01-01,23.455584
2005-02-01,23.85031
2005-03-01,23.807344
2005-04-01,23.288721
2005-05-01,22.4014
2005-06-01,21.500006
2005-07-01,20.805803
2005-08-01,20.303062
2005-09-01,20.388609
2005-10-01,21.023186
2005-11-01,21.99427
2005-12-01,22.830702
2006-01-01,23.38501
2006-02-01,23.569405
2006-03-01,23.548601
2006-04-01,22.956093
2006-05-01,22.214867
2006-06-01,21.14607
2006-07-01,20.38663
2006-08-01,19.90845
2006-09-01,20.110361
2006-10-01,20.579763
2006-11-01,21.788933
2006-12-01,22.69258
2007-01-01,23.463472
2007-02-01,23.907434
2007-03-01,23.690638
2007-04-01,23.128107
2007-05-01,22.431488
2007-06-01,21.494133
2007-07-01,20.50454
2007-08-01,20.001654
2007-09-01,20.33588
2007-10-01,21.029549
2007-11-01,21.97517
2007-12-01,22.95974
2008-01-01,23.558949
2008-02-01,23.799788
2008-03-01,23.775185
2008-04-01,23.22203
2008-05-01,22.224602
2008-06-01,21.303883
2008-07-01,20.438982
2008-08-01,20.025524
2008-09-01,20.303352
2008-10-01,20.99822
2008-11-01,21.917496
2008-12-01,22.788225
2009-01-01,23.50129
2009-02-01,23.729126
2009-03-01,23.719013
2009-04-01,23.355396
2009-05-01,22.416382
2009-06-01,21.583696
2009-07-01,20.809368
2009-08-01,20.377031
2009-09-01,20.436493
2009-10-01,21.081383
2009-11-01,22.216993
2009-12-01,23.028923
2010-01-01,23.556236
2010-02-01,24.110054
2010-03-01,24.093773
2010-04-01,23.71046
2010-05-01,22.77899
2010-06-01,21.782324
2010-07-01,20.903353
2010-08-01,20.593061
2010-09-01,20.734547
2010-10-01,21.430391
2010-11-01,22.46474
2010-12-01,23.239754
2011-01-01,23.66565
2011-02-01,24.01206
2011-03-01,23.875685
2011-04-01,23.407299
2011-05-01,22.4201
2011-06-01,21.360382
2011-07-01,20.42505
2011-08-01,20.31901
2011-09-01,20.368462
2011-10-01,21.143831
2011-11-01,22.175436
2011-12-01,23.155771
2012-01-01,23.724892
2012-02-01,24.108217
2012-03-01,23.897083
2012-04-01,23.402782
2012-05-01,22.451204
2012-06-01,21.33761
2012-07-01,20.509571
2012-08-01,20.024397
2012-09-01,20.311478
2012-10-01,21.023035
2012-11-01,21.99663
2012-12-01,23.054043
2013-01-01,23.745201
2013-02-01,24.328707
2013-03-01,24.044666
2013-04-01,23.60097
2013-05-01,22.767256
2013-06-01,21.606367
2013-07-01,20.87618
2013-08-01,20.420229
2013-09-01,20.58936
2013-10-01,21.198023
2013-11-01,22.205095
2013-12-01,22.941217
2014-01-01,23.573902
2014-02-01,23.748756
2014-03-01,23.809797
2014-04-01,23.567211
2014-05-01,22.63094
2014-06-01,21.715843
2014-07-01,20.688066
2014-08-01,20.277494
2014-09-01,20.451532
2014-10-01,21.02546
2014-11-01,22.054125
2014-12-01,23.125277
2015-01-01,23.714245
2015-02-01,24.082167
2015-03-01,23.991493
2015-04-01,23.468822
2015-05-01,22.448114
2015-06-01,21.381882
2015-07-01,20.605104
2015-08-01,20.073387
2015-09-01,20.386253
2015-10-01,21.236496
2015-11-01,22.364418
2015-12-01,23.254442
2016-01-01,24.051252
2016-02-01,24.37636
2016-03-01,24.543818
2016-04-01,23.875982
2016-05-01,22.926943
2016-06-01,21.978886
2016-07-01,21.069723
2016-08-01,20.490347
2016-09-01,20.68857
2016-10-01,21.23713
2016-11-01,22.030067
2016-12-01,22.792656
2017-01-01,23.59613
2017-02-01,23.880709
2017-03-01,24.026445
2017-04-01,23.339949
2017-05-01,22.505112
2017-06-01,21.613674
2017-07-01,20.719154
2017-08-01,20.349073
2017-09-01,20.485132
2017-10-01,21.304781
2017-11-01,22.386612
2017-12-01,23.428627
2018-01-01,24.01697
2018-02-01,23.910534
2018-03-01,23.96117
2018-04-01,23.675804
2018-05-01,22.613485
2018-06-01,21.410612
2018-07-01,20.555695
2018-08-01,20.102694
2018-09-01,20.201405
2018-10-01,21.099848
2018-11-01,21.983034
2018-12-01,22.859842
2019-01-01,23.554682
2019-02-01,23.778399
2019-03-01,23.698427
2019-04-01,23.154505
2019-05-01,22.27501
2019-06-01,21.193584
2019-07-01,20.39157
2019-08-01,19.924486
2019-09-01,20.10179
2019-10-01,20.864862
2019-11-01,21.738995
2019-12-01,23.043451
2020-01-01,23.848799
2020-02-01,24.157896
2020-03-01,24.086964
2020-04-01,23.48548
2020-05-01,22.394789
2020-06-01,21.459211
2020-07-01,20.79922
2020-08-01,20.372013
2020-09-01,20.579937
2020-10-01,21.213697
2020-11-01,22.215511
2020-12-01,23.011
2021-01-01,23.785185
2021-02-01,23.830116
2021-03-01,23.845573
2021-04-01,23.307636
2021-05-01,22.483803
2021-06-01,21.459566
2021-07-01,20.775337
2021-08-01,20.390375
2021-09-01,20.465956
2021-10-01,21.194439
2021-11-01,22.130487
2021-12-01,23.151056
2022-01-01,23.79239
2022-02-01,24.070894
2022-03-01,24.28119
2022-04-01,23.866236
2022-05-01,23.003504
2022-06-01,22.112804
2022-07-01,21.09085
2022-08-01,20.642591
2022-09-01,20.877998
2022-10-01,21.578306
2022-11-01,22.237461
2022-12-01,22.894436
2023-01-01,23.534254
2023-02-01,23.936121
2023-03-01,24.09509
2023-04-01,23.461292
2023-05-01,22.500416
2023-06-01,21.36867
2023-07-01,20.69223
2023-08-01,20.286837
2023-09-01,20.467812
2023-10-01,21.294611
2023-11-01,22.18085
2023-12-01,23.232832
2024-01-01,24.004145
2024-02-01,24.340332
2024-03-01,24.250792
2024-04-01,23.820276
2024-05-01,22.94835
2024-06-01,21.898054
2024-07-01,21.072021
2024-08-01,20.62902
2024-09-01,20.86798
2024-10-01,21.598356
2024-11-01,22.564833
2024-12-01,23.625246
2025-01-01,24.448591
2025-02-01,24.620277
2025-03-01,24.599083
2025-04-01,23.955523
2025-05-01,23.03171
2025-06-01,21.945307
2025-07-01,21.021
2025-08-01,20.607994
2025-09-01,20.85882
